order_id,customer_id,product_id,category,quantity,price,discount_pct,order_date,delivery_days,payment_mode
ORD0030,CUST227,PROD150,Electronics,5,54346,10,2026-05-18 08:46:51.736165,6,Card
ORD0031,CUST287,PROD092,Grocery,5,526,10,2025-05-03 08:46:51.736460,9,UPI
ORD0032,CUST152,PROD070,Home,1,12627,0,2024-11-12 08:46:51.735838,8,UPI
ORD0033,CUST073,PROD023,Fashion,3,2695,5,2024-12-22 08:46:51.735452,2,UPI
ORD0034,CUST109,PROD096,Electronics,5,63066,30,2026-12-12 08:46:51.735648,7,UPI
ORD0035,CUST169,PROD173,Home,1,6813,10,2025-11-22 08:46:51.735911,7,UPI
ORD0036,CUST238,PROD140,Electronics,2,21018,20,2024-10-19 08:46:51.736247,7,Card
ORD0037,CUST156,PROD061,Electronics,4,72464,30,2024-09-13 08:46:51.735856,5,Card
ORD0038,CUST130,PROD171,Electronics,2,70870,5,2026-10-15 08:46:51.735740,6,UPI
ORD0039,CUST165,PROD104,Grocery,1,1981,20,2025-08-15 08:46:51.735894,3,Card
ORD0040,CUST070,PROD011,Electronics,2,58976,20,2025-03-11 08:46:51.735439,7,UPI
ORD0041,CUST033,PROD164,Electronics,5,49722,0,2026-08-01 08:46:51.735272,2,UPI
ORD0042,CUST181,PROD104,Electronics,4,64913,30,2024-02-29 08:46:51.735964,4,UPI
ORD0043,CUST117,PROD125,Fashion,5,2375,0,2024-07-03 08:46:51.735683,3,UPI
ORD0044,CUST178,PROD122,Home,3,11335,5,2024-12-30 08:46:51.735951,9,UPI
ORD0045,CUST108,PROD199,Home,3,13263,20,2026-04-17 08:46:51.735644,8,Card
ORD0046,CUST279,PROD190,Electronics,2,28380,30,2026-02-22 08:46:51.736425,3,COD
ORD0047,CUST272,PROD152,Home,1,12294,10,2026-03-27 08:46:51.736395,6,Card
ORD0048,CUST171,PROD132,Electronics,5,79232,0,2024-09-14 08:46:51.735920,3,UPI
ORD0049,CUST264,PROD167,Grocery,1,1680,20,2026-02-05 08:46:51.736360,9,Card
ORD0050,CUST043,PROD163,Home,1,8322,20,2025-07-15 08:46:51.735318,4,UPI
ORD0051,CUST178,PROD184,Fashion,2,3727,20,2025-03-17 08:46:51.735951,2,Card
ORD0052,CUST125,PROD087,Electronics,5,65704,5,2025-07-28 08:46:51.735718,9,Card
ORD0053,CUST105,PROD175,Home,4,10959,5,2025-09-22 08:46:51.735631,7,UPI
ORD0054,CUST023,PROD095,Home,2,6794,20,2025-06-06 08:46:51.735228,2,UPI
ORD0055,CUST152,PROD076,Electronics,1,41134,5,2025-05-23 08:46:51.735838,5,Card
ORD0056,CUST297,PROD182,Home,5,13494,0,2025-07-20 08:46:51.736503,6,Card
ORD0057,CUST271,PROD067,Fashion,3,3612,10,2026-09-08 08:46:51.736391,9,COD
ORD0058,CUST154,PROD180,Grocery,5,1171,0,2024-04-12 08:46:51.735847,7,UPI
ORD0059,CUST298,PROD135,Home,5,7668,0,2024-11-28 08:46:51.736507,3,Card
ORD0060,CUST068,PROD089,Fashion,2,2811,20,2026-11-13 08:46:51.735430,7,Card
ORD0061,CUST292,PROD055,Fashion,2,4316,20,2025-04-23 08:46:51.736481,7,Card
ORD0062,CUST056,PROD105,Fashion,2,1187,10,2024-07-14 08:46:51.735375,4,Card
ORD0063,CUST020,PROD100,Home,3,9734,5,2025-10-21 08:46:51.735215,3,COD
ORD0064,CUST167,PROD120,Home,1,3167,0,2025-05-12 08:46:51.735903,6,Card
ORD0065,CUST116,PROD134,Electronics,3,43973,5,2025-06-15 08:46:51.735679,4,UPI
ORD0066,CUST007,PROD025,Grocery,4,1642,0,2024-05-30 08:46:51.735157,3,UPI
ORD0067,CUST122,PROD108,Grocery,1,1399,30,2025-04-15 08:46:51.735705,3,UPI
ORD0068,CUST231,PROD074,Fashion,4,3682,30,2025-07-23 08:46:51.736182,6,COD
ORD0069,CUST043,PROD175,Home,2,8465,5,2024-11-14 08:46:51.735318,6,Card
ORD0070,CUST078,PROD052,Home,5,5724,10,2025-12-23 08:46:51.735474,3,Card
ORD0071,CUST184,PROD174,Fashion,4,2791,20,2024-06-10 08:46:51.735977,4,COD
ORD0072,CUST273,PROD124,Fashion,5,1487,0,2024-07-29 08:46:51.736399,4,COD
ORD0073,CUST156,PROD130,Electronics,3,29209,30,2025-04-18 08:46:51.735856,9,COD
ORD0074,CUST195,PROD168,Fashion,5,4715,20,2025-06-17 08:46:51.736028,2,UPI
ORD0075,CUST064,PROD104,Home,2,2933,5,2026-04-09 08:46:51.735410,3,UPI
ORD0076,CUST296,PROD029,Fashion,5,2213,5,2026-05-05 08:46:51.736498,4,Card
ORD0077,CUST197,PROD067,Electronics,2,64392,30,2026-01-10 08:46:51.736037,7,Card
ORD0078,CUST077,PROD155,Electronics,3,63634,0,2025-07-16 08:46:51.735469,4,Card
ORD0079,CUST057,PROD195,Electronics,4,21915,20,2025-03-04 08:46:51.735379,6,UPI
ORD0080,CUST058,PROD160,Home,3,12660,10,2026-02-24 08:46:51.735383,4,Card
ORD0081,CUST148,PROD185,Grocery,1,1711,10,2025-07-21 08:46:51.735818,2,Card
ORD0082,CUST290,PROD167,Home,1,1809,20,2026-08-21 08:46:51.736473,7,UPI
ORD0083,CUST133,PROD076,Home,1,8404,20,2024-04-27 08:46:51.735753,7,Card
ORD0084,CUST095,PROD168,Fashion,5,3310,0,2026-08-05 08:46:51.735588,7,UPI
ORD0085,CUST112,PROD109,Home,2,9086,5,2025-06-30 08:46:51.735662,5,UPI
ORD0086,CUST134,PROD194,Fashion,5,520,10,2024-12-22 08:46:51.735758,3,UPI
ORD0087,CUST080,PROD026,Home,5,1683,20,2024-12-09 08:46:51.735483,2,COD
ORD0088,CUST222,PROD123,Electronics,3,72685,10,2025-08-05 08:46:51.736144,9,Card
ORD0089,CUST235,PROD024,Home,3,14386,30,2024-03-28 08:46:51.736200,5,UPI
ORD0090,CUST042,PROD177,Fashion,1,3846,0,2025-08-13 08:46:51.735311,5,UPI
ORD0091,CUST188,PROD046,Grocery,4,1763,20,2024-05-17 08:46:51.735994,8,UPI
ORD0092,CUST068,PROD067,Grocery,4,613,20,2026-05-25 08:46:51.735430,6,UPI
ORD0093,CUST275,PROD021,Grocery,2,1451,5,2024-08-03 08:46:51.736408,7,UPI
ORD0094,CUST280,PROD050,Home,3,1223,20,2026-05-18 08:46:51.736430,9,COD
ORD0095,CUST048,PROD115,Electronics,5,22520,5,2026-05-31 08:46:51.735340,2,UPI
ORD0096,CUST025,PROD097,Home,3,6238,30,2026-01-04 08:46:51.735236,4,COD
ORD0097,CUST132,PROD121,Grocery,3,520,20,2024-10-19 08:46:51.735749,7,Card
ORD0098,CUST068,PROD110,Electronics,5,30248,30,2026-03-20 08:46:51.735430,9,Card
ORD0099,CUST178,PROD175,Grocery,1,1384,30,2024-12-16 08:46:51.735951,6,UPI
ORD0100,CUST271,PROD082,Home,5,1192,10,2026-01-19 08:46:51.736391,6,Card
ORD0101,CUST154,PROD172,Fashion,1,3056,10,2024-10-30 08:46:51.735847,6,UPI
ORD0102,CUST125,PROD139,Home,5,12057,5,2026-02-25 08:46:51.735718,5,UPI
ORD0103,CUST007,PROD004,Fashion,3,2898,0,2025-02-05 08:46:51.735157,6,Card
ORD0104,CUST057,PROD177,Home,1,1047,10,2025-04-16 08:46:51.735379,6,UPI
ORD0105,CUST083,PROD031,Grocery,3,1355,5,2025-03-21 08:46:51.735496,5,UPI
ORD0106,CUST281,PROD048,Grocery,3,1404,0,2026-06-13 08:46:51.736434,8,UPI
ORD0107,CUST014,PROD170,Fashion,3,4080,10,2025-05-28 08:46:51.735189,9,UPI
ORD0108,CUST275,PROD060,Fashion,3,3813,30,2024-08-05 08:46:51.736408,7,Card
ORD0109,CUST171,PROD113,Electronics,4,26520,0,2024-06-23 08:46:51.735920,7,UPI
ORD0110,CUST057,PROD117,Fashion,1,1872,5,2025-04-23 08:46:51.735379,7,Card
ORD0111,CUST193,PROD128,Grocery,4,644,30,2025-08-12 08:46:51.736020,5,COD
ORD0112,CUST090,PROD103,Fashion,2,3823,10,2026-02-04 08:46:51.735565,2,UPI
ORD0113,CUST263,PROD021,Grocery,3,935,10,2026-10-05 08:46:51.736355,9,Card
ORD0114,CUST203,PROD148,Home,5,13434,5,2026-11-26 08:46:51.736063,8,UPI
ORD0115,CUST051,PROD121,Grocery,1,310,20,2025-05-17 08:46:51.735353,3,UPI
ORD0116,CUST241,PROD115,Fashion,3,1098,30,2025-08-13 08:46:51.736260,3,Card
ORD0117,CUST161,PROD175,Fashion,3,1378,5,2024-12-20 08:46:51.735877,2,UPI
ORD0118,CUST029,PROD132,Grocery,5,1680,20,2026-08-04 08:46:51.735254,8,UPI
ORD0119,CUST263,PROD185,Home,4,6972,10,2026-07-31 08:46:51.736355,3,Card
ORD0120,CUST254,PROD141,Electronics,2,60986,5,2024-07-25 08:46:51.736316,7,UPI
ORD0121,CUST107,PROD039,Fashion,5,3186,20,2025-02-23 08:46:51.735639,2,UPI
ORD0122,CUST214,PROD110,Grocery,4,1193,20,2024-04-07 08:46:51.736110,6,COD
ORD0123,CUST060,PROD066,Electronics,1,44140,0,2024-12-13 08:46:51.735392,4,Card
ORD0124,CUST226,PROD008,Grocery,2,1611,10,2025-07-13 08:46:51.736161,6,UPI
ORD0125,CUST288,PROD068,Home,2,14102,5,2026-04-24 08:46:51.736464,6,UPI
ORD0126,CUST193,PROD180,Grocery,5,505,10,2026-04-17 08:46:51.736020,3,UPI
ORD0127,CUST193,PROD091,Electronics,1,63962,30,2025-08-29 08:46:51.736020,3,Card
ORD0128,CUST227,PROD037,Grocery,1,1186,5,2025-08-26 08:46:51.736165,3,UPI
ORD0129,CUST190,PROD116,Electronics,4,61840,5,2024-10-25 08:46:51.736006,7,UPI
ORD0130,CUST246,PROD088,Fashion,2,3819,5,2025-10-06 08:46:51.736281,3,UPI
ORD0131,CUST248,PROD107,Grocery,3,1225,0,2025-09-16 08:46:51.736290,7,Card
ORD0132,CUST002,PROD049,Grocery,3,383,0,2025-04-28 08:46:51.735123,9,UPI
ORD0133,CUST239,PROD079,Fashion,5,2930,30,2026-07-23 08:46:51.736251,2,UPI
ORD0134,CUST220,PROD140,Home,5,10161,0,2026-06-08 08:46:51.736136,3,Card
ORD0135,CUST288,PROD009,Electronics,5,70337,20,2025-07-24 08:46:51.736464,6,Card
ORD0136,CUST169,PROD038,Electronics,5,23691,0,2026-01-09 08:46:51.735911,9,UPI
ORD0137,CUST127,PROD139,Home,2,8693,30,2025-11-06 08:46:51.735727,3,UPI
ORD0138,CUST270,PROD153,Home,3,14747,20,2026-08-26 08:46:51.736386,6,COD
ORD0139,CUST031,PROD115,Fashion,2,4705,30,2025-02-26 08:46:51.735263,8,Card
ORD0140,CUST238,PROD133,Home,4,2345,30,2025-04-14 08:46:51.736247,2,UPI
ORD0141,CUST005,PROD043,Fashion,1,2776,0,2026-03-28 08:46:51.735147,5,Card
ORD0142,CUST034,PROD027,Fashion,1,2671,0,2025-05-17 08:46:51.735276,8,UPI
ORD0143,CUST087,PROD139,Electronics,1,61329,20,2025-05-20 08:46:51.735552,7,UPI
ORD0144,CUST023,PROD081,Electronics,2,20372,5,2025-12-22 08:46:51.735228,5,UPI
ORD0145,CUST110,PROD186,Home,4,14932,5,2026-10-29 08:46:51.735653,2,COD
ORD0146,CUST281,PROD150,Fashion,1,875,0,2025-09-21 08:46:51.736434,2,Card
ORD0147,CUST071,PROD010,Electronics,1,60378,5,2026-03-19 08:46:51.735443,7,UPI
ORD0148,CUST180,PROD026,Grocery,2,1982,30,2025-05-12 08:46:51.735959,2,UPI
ORD0149,CUST167,PROD105,Electronics,5,20051,20,2025-12-02 08:46:51.735903,2,Card
ORD0150,CUST014,PROD148,Grocery,1,1804,0,2025-11-17 08:46:51.735189,6,Card
ORD0151,CUST258,PROD088,Home,2,8420,30,2025-10-01 08:46:51.736334,8,UPI
ORD0152,CUST104,PROD138,Fashion,2,576,0,2025-03-08 08:46:51.735627,8,Card
ORD0153,CUST190,PROD050,Home,4,6944,0,2025-06-22 08:46:51.736006,8,Card
ORD0154,CUST215,PROD019,Electronics,3,70738,5,2025-06-21 08:46:51.736114,3,UPI
ORD0155,CUST200,PROD051,Home,3,8461,20,2026-08-29 08:46:51.736049,6,UPI
ORD0156,CUST180,PROD183,Grocery,5,1501,0,2025-12-27 08:46:51.735959,9,Card
ORD0157,CUST101,PROD085,Home,3,4690,20,2024-11-08 08:46:51.735614,8,UPI
ORD0158,CUST274,PROD043,Home,3,6848,10,2024-07-19 08:46:51.736404,2,UPI
ORD0159,CUST020,PROD129,Grocery,3,589,30,2026-01-24 08:46:51.735215,5,Card
ORD0160,CUST278,PROD132,Fashion,2,1307,5,2025-05-11 08:46:51.736421,2,UPI
ORD0161,CUST119,PROD083,Fashion,4,3174,20,2025-02-22 08:46:51.735691,7,UPI
ORD0162,CUST202,PROD042,Electronics,5,54867,30,2025-10-07 08:46:51.736058,2,UPI
ORD0163,CUST060,PROD048,Fashion,3,3392,30,2025-05-01 08:46:51.735392,2,Card
ORD0164,CUST147,PROD017,Fashion,2,2371,5,2025-02-08 08:46:51.735813,2,Card
ORD0165,CUST007,PROD134,Grocery,2,381,20,2025-01-29 08:46:51.735157,5,UPI
ORD0166,CUST019,PROD022,Electronics,1,30292,0,2025-10-23 08:46:51.735211,5,UPI
ORD0167,CUST196,PROD058,Fashion,3,1452,5,2025-10-03 08:46:51.736032,3,Card
ORD0168,CUST025,PROD199,Fashion,5,4510,5,2026-01-17 08:46:51.735236,6,Card
ORD0169,CUST134,PROD055,Grocery,2,1348,5,2024-12-22 08:46:51.735758,6,Card
ORD0170,CUST211,PROD034,Home,5,7230,5,2026-06-19 08:46:51.736097,9,COD
ORD0171,CUST075,PROD080,Grocery,1,1706,10,2026-07-09 08:46:51.735460,5,Card
ORD0172,CUST238,PROD185,Home,3,1341,20,2025-01-18 08:46:51.736247,2,Card
ORD0173,CUST003,PROD126,Fashion,3,4524,10,2025-12-25 08:46:51.735136,4,COD
ORD0174,CUST150,PROD077,Home,3,12420,5,2025-05-09 08:46:51.735826,5,UPI
ORD0175,CUST037,PROD065,Fashion,2,4324,20,2024-07-30 08:46:51.735289,9,COD
ORD0176,CUST253,PROD192,Grocery,1,821,30,2026-01-04 08:46:51.736312,8,Card
ORD0177,CUST037,PROD094,Home,2,13588,10,2024-09-23 08:46:51.735289,2,COD
ORD0178,CUST083,PROD029,Fashion,3,3831,30,2025-05-01 08:46:51.735496,7,Card
ORD0179,CUST227,PROD032,Home,3,14750,0,2025-11-23 08:46:51.736165,2,UPI
ORD0180,CUST083,PROD080,Fashion,5,1008,0,2025-09-11 08:46:51.735496,2,UPI
ORD0181,CUST175,PROD147,Electronics,5,73191,10,2025-09-23 08:46:51.735938,8,UPI
ORD0182,CUST218,PROD139,Grocery,1,310,10,2025-12-10 08:46:51.736127,9,COD
ORD0183,CUST070,PROD030,Home,2,10551,30,2024-06-13 08:46:51.735439,4,Card
ORD0184,CUST152,PROD033,Electronics,5,72617,30,2025-05-22 08:46:51.735838,8,UPI
ORD0185,CUST197,PROD075,Fashion,3,3428,5,2026-07-24 08:46:51.736037,3,UPI
ORD0186,CUST180,PROD197,Fashion,4,4899,10,2026-03-26 08:46:51.735959,9,UPI
ORD0187,CUST289,PROD021,Electronics,1,51422,10,2025-01-02 08:46:51.736468,3,COD
ORD0188,CUST142,PROD163,Grocery,3,216,0,2026-03-25 08:46:51.735792,5,UPI
ORD0189,CUST079,PROD088,Electronics,1,78034,10,2025-02-28 08:46:51.735478,2,COD
ORD0190,CUST096,PROD081,Fashion,2,1237,30,2025-01-25 08:46:51.735592,5,UPI
ORD0191,CUST024,PROD150,Grocery,5,1197,10,2026-06-07 08:46:51.735232,3,UPI
ORD0192,CUST047,PROD019,Fashion,1,997,5,2025-12-22 08:46:51.735335,2,COD
ORD0193,CUST145,PROD072,Home,2,6390,20,2024-10-22 08:46:51.735805,7,Card
ORD0194,CUST010,PROD023,Fashion,1,1468,20,2025-11-24 08:46:51.735171,4,UPI
ORD0195,CUST254,PROD111,Grocery,3,1647,10,2024-07-29 08:46:51.736316,7,Card
ORD0196,CUST254,PROD131,Home,4,4612,20,2024-10-05 08:46:51.736316,5,UPI
ORD0197,CUST105,PROD138,Fashion,2,3032,10,2025-06-06 08:46:51.735631,4,UPI
ORD0198,CUST252,PROD181,Grocery,5,505,10,2025-09-15 08:46:51.736308,5,COD
ORD0199,CUST260,PROD163,Home,5,7703,5,2024-12-06 08:46:51.736342,4,COD
ORD0200,CUST154,PROD157,Electronics,2,55845,5,2024-10-14 08:46:51.735847,7,UPI
ORD0201,CUST241,PROD143,Grocery,1,1762,5,2025-02-12 08:46:51.736260,7,UPI
ORD0202,CUST282,PROD165,Home,5,11482,5,2026-10-03 08:46:51.736438,9,COD
ORD0203,CUST135,PROD146,Fashion,5,1377,10,2025-07-20 08:46:51.735762,3,Card
ORD0204,CUST221,PROD186,Electronics,1,63890,10,2025-02-28 08:46:51.736140,3,Card
ORD0205,CUST040,PROD021,Grocery,5,994,10,2024-11-21 08:46:51.735302,7,UPI
ORD0206,CUST044,PROD195,Grocery,3,1937,5,2026-06-01 08:46:51.735322,6,UPI
ORD0207,CUST185,PROD088,Home,1,2348,20,2024-12-27 08:46:51.735981,7,COD
ORD0208,CUST016,PROD094,Home,5,5742,5,2024-09-26 08:46:51.735197,4,UPI
ORD0209,CUST187,PROD030,Grocery,1,1043,20,2026-02-22 08:46:51.735989,5,UPI
ORD0210,CUST282,PROD096,Grocery,2,1111,5,2025-11-11 08:46:51.736438,3,UPI
ORD0211,CUST067,PROD195,Electronics,3,68480,10,2025-01-12 08:46:51.735426,9,Card
ORD0212,CUST193,PROD016,Fashion,5,1347,30,2026-02-14 08:46:51.736020,2,UPI
ORD0213,CUST055,PROD054,Home,4,7995,30,2025-03-23 08:46:51.735370,3,COD
ORD0214,CUST091,PROD122,Grocery,1,777,20,2026-12-18 08:46:51.735569,4,UPI
ORD0215,CUST141,PROD017,Electronics,5,65228,20,2024-04-30 08:46:51.735788,9,Card
ORD0216,CUST271,PROD184,Home,3,10707,5,2026-03-09 08:46:51.736391,4,UPI
ORD0217,CUST053,PROD198,Grocery,2,1131,30,2026-05-10 08:46:51.735361,9,UPI
ORD0218,CUST148,PROD151,Fashion,3,3980,10,2025-05-09 08:46:51.735818,6,UPI
ORD0219,CUST223,PROD112,Home,2,13554,5,2025-06-29 08:46:51.736148,2,COD
ORD0220,CUST047,PROD176,Electronics,4,31021,30,2026-01-06 08:46:51.735335,6,UPI
ORD0221,CUST261,PROD021,Fashion,5,2111,20,2025-12-21 08:46:51.736347,2,UPI
ORD0222,CUST195,PROD170,Home,3,2444,20,2025-02-03 08:46:51.736028,5,Card
ORD0223,CUST136,PROD157,Grocery,3,822,20,2025-06-30 08:46:51.735766,8,UPI
ORD0224,CUST062,PROD125,Home,4,10503,10,2025-01-08 08:46:51.735401,2,UPI
ORD0225,CUST218,PROD166,Grocery,3,1102,20,2025-11-29 08:46:51.736127,3,UPI
ORD0226,CUST059,PROD134,Grocery,4,1456,30,2025-01-21 08:46:51.735388,7,Card
ORD0227,CUST212,PROD160,Home,4,14120,10,2026-02-08 08:46:51.736101,2,Card
ORD0228,CUST292,PROD020,Home,5,9808,5,2025-11-22 08:46:51.736481,8,Card
ORD0229,CUST049,PROD068,Grocery,3,955,30,2025-05-24 08:46:51.735344,4,UPI
ORD0230,CUST008,PROD001,Home,5,5476,0,2026-09-25 08:46:51.735162,6,UPI
ORD0231,CUST070,PROD078,Electronics,4,70494,5,2024-09-05 08:46:51.735439,5,COD
ORD0232,CUST108,PROD177,Electronics,4,47274,0,2025-10-05 08:46:51.735644,5,COD
ORD0233,CUST213,PROD036,Grocery,1,1822,0,2024-10-04 08:46:51.736106,7,Card
ORD0234,CUST222,PROD106,Home,1,7690,20,2025-11-29 08:46:51.736144,7,Card
ORD0235,CUST011,PROD193,Grocery,1,1056,0,2025-05-10 08:46:51.735175,5,UPI
ORD0236,CUST097,PROD184,Electronics,5,24005,5,2024-11-29 08:46:51.735596,6,UPI
ORD0237,CUST049,PROD096,Grocery,4,1243,20,2025-05-04 08:46:51.735344,5,UPI
ORD0238,CUST122,PROD052,Electronics,2,31851,5,2024-10-21 08:46:51.735705,9,Card
ORD0239,CUST281,PROD185,Electronics,3,71248,30,2025-11-14 08:46:51.736434,5,UPI
ORD0240,CUST223,PROD072,Home,1,10965,10,2025-06-19 08:46:51.736148,8,UPI
ORD0241,CUST177,PROD116,Electronics,1,45713,30,2025-06-05 08:46:51.735946,9,COD
ORD0242,CUST181,PROD060,Electronics,2,47398,0,2025-02-17 08:46:51.735964,8,Card
ORD0243,CUST080,PROD101,Fashion,5,1293,10,2024-10-11 08:46:51.735483,5,Card
ORD0244,CUST055,PROD142,Fashion,2,670,10,2025-05-27 08:46:51.735370,9,COD
ORD0245,CUST166,PROD112,Grocery,4,1393,20,2026-01-27 08:46:51.735898,5,Card
ORD0246,CUST044,PROD053,Grocery,4,1461,5,2025-10-20 08:46:51.735322,7,Card
ORD0247,CUST205,PROD138,Grocery,1,919,0,2026-02-22 08:46:51.736072,3,Card
ORD0248,CUST183,PROD007,Home,3,11243,30,2025-07-14 08:46:51.735972,2,COD
ORD0249,CUST238,PROD028,Home,4,11892,30,2025-06-01 08:46:51.736247,8,COD
ORD0250,CUST030,PROD158,Grocery,5,127,10,2026-04-27 08:46:51.735259,6,UPI
ORD0251,CUST207,PROD195,Home,2,3549,0,2026-04-05 08:46:51.736080,9,UPI
ORD0252,CUST209,PROD014,Home,3,5339,10,2025-08-24 08:46:51.736089,6,UPI
ORD0253,CUST054,PROD134,Home,5,10932,0,2025-12-21 08:46:51.735366,8,Card
ORD0254,CUST099,PROD015,Fashion,2,510,5,2026-04-09 08:46:51.735605,3,Card
ORD0255,CUST274,PROD023,Grocery,5,939,0,2024-12-27 08:46:51.736404,4,UPI
ORD0256,CUST143,PROD029,Home,5,11508,0,2024-12-09 08:46:51.735796,5,Card
ORD0257,CUST021,PROD050,Electronics,1,28668,10,2025-01-26 08:46:51.735219,6,Card
ORD0258,CUST050,PROD103,Fashion,5,4421,0,2025-10-21 08:46:51.735348,5,Card
ORD0259,CUST250,PROD124,Electronics,1,39880,30,2025-03-22 08:46:51.736299,5,UPI
ORD0260,CUST019,PROD079,Electronics,4,36699,30,2026-01-31 08:46:51.735211,8,UPI
ORD0261,CUST131,PROD148,Fashion,1,4979,0,2024-11-16 08:46:51.735745,9,COD
ORD0262,CUST050,PROD094,Home,2,2959,20,2025-09-13 08:46:51.735348,4,Card
ORD0263,CUST111,PROD101,Fashion,3,3077,30,2026-03-15 08:46:51.735657,5,Card
ORD0264,CUST020,PROD096,Electronics,5,28425,0,2025-03-31 08:46:51.735215,9,UPI
ORD0265,CUST082,PROD155,Grocery,5,168,0,2025-10-27 08:46:51.735491,8,Card
ORD0266,CUST165,PROD192,Fashion,4,4736,0,2026-06-28 08:46:51.735894,4,UPI
ORD0267,CUST249,PROD124,Grocery,1,890,20,2025-12-23 08:46:51.736295,7,COD
ORD0268,CUST089,PROD031,Electronics,2,22118,30,2026-11-04 08:46:51.735561,4,UPI
ORD0269,CUST166,PROD195,Home,5,12184,5,2026-03-23 08:46:51.735898,7,COD
ORD0270,CUST191,PROD021,Fashion,1,3122,0,2024-12-30 08:46:51.736011,8,Card
ORD0271,CUST124,PROD058,Fashion,5,673,5,2026-10-19 08:46:51.735714,8,COD
ORD0272,CUST102,PROD025,Grocery,4,639,0,2025-08-28 08:46:51.735618,2,UPI
ORD0273,CUST237,PROD004,Fashion,3,3878,5,2025-09-09 08:46:51.736242,3,UPI
ORD0274,CUST299,PROD195,Fashion,2,4748,30,2024-07-24 08:46:51.736511,8,Card
ORD0275,CUST290,PROD046,Fashion,2,3194,30,2026-07-26 08:46:51.736473,3,COD
ORD0276,CUST147,PROD163,Electronics,2,21244,10,2024-08-08 08:46:51.735813,4,COD
ORD0277,CUST039,PROD115,Fashion,4,2378,0,2024-03-19 08:46:51.735298,6,Card
ORD0278,CUST158,PROD175,Grocery,1,1761,5,2026-02-19 08:46:51.735864,7,COD
ORD0279,CUST117,PROD173,Electronics,5,63822,30,2024-07-24 08:46:51.735683,8,COD
ORD0280,CUST083,PROD161,Fashion,3,3579,30,2025-12-09 08:46:51.735496,9,Card
ORD0281,CUST195,PROD158,Fashion,3,2648,5,2025-10-23 08:46:51.736028,7,Card
ORD0282,CUST112,PROD067,Home,3,3833,10,2026-06-28 08:46:51.735662,5,UPI
ORD0283,CUST025,PROD163,Grocery,2,365,5,2025-12-05 08:46:51.735236,9,UPI
ORD0284,CUST044,PROD139,Home,1,10698,20,2026-07-10 08:46:51.735322,5,Card
